,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Mühərrikin gücü,Yanacaq növü,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Qiymət,K,r,e,d,i,t
4240,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4241,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4242,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4243,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4244,Bakı,Kia,Optima,2012,Sedan,Gümüşü,2.0 L,274 a.g.,Benzin,96 536 km,Avtomat,Ön,Xeyr,20 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4245,Bakı,Hyundai,Elantra,2011,Sedan,Ağ,1.8 L,150 a.g.,Benzin,205 996 km,Avtomat,Ön,Xeyr,17 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4246,Bakı,Hyundai,Santa Fe,2007,Offroader / SUV,Gümüşü,2.0 L,150 a.g.,Dizel,81 300 km,Avtomat,Ön,Xeyr,18 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4247,Sumqayıt,Fiat,Doblo,2011,Minivan,Qəhvəyi,1.5 L,110 a.g.,Dizel,139 700 km,Mexaniki,Ön,Xeyr,13 800 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4248,Bakı,Ford,Fiesta,2019,Hetçbek / Liftbek,Ağ,1.0 L,100 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,30 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4249,Bakı,Land Rover,RR Evoque,2017,Offroader / SUV,Qara,2.0 L,240 a.g.,Benzin,38 000 km,Avtomat,Tam,Xeyr,41 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4250,Bakı,Ford,F-150,2016,Pikap,Ağ,3.5 L,365 a.g.,Benzin,21 200 km,Avtomat,Tam,Xeyr,68 500 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4251,Bakı,Infiniti,Q50,2022,Sedan,Qara,3.0 L,405 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,59 900 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4252,Bakı,Chevrolet,Malibu,2016,Sedan,Tünd qırmızı,1.5 L,160 a.g.,Benzin,110 000 km,Avtomat,Ön,Xeyr,20 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4253,Bakı,Honda,Civic,2006,Sedan,Gümüşü,1.3 L,88 a.g.,Benzin,240 000 km,Variator,Ön,Xeyr,11 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4254,Bakı,Kia,Optima,2012,Sedan,Gümüşü,2.0 L,274 a.g.,Benzin,96 536 km,Avtomat,Ön,Xeyr,20 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4255,Bakı,BMW,X5,2015,Offroader / SUV,Ağ,3.0 L,306 a.g.,Benzin,157 000 km,Avtomat,Tam,Xeyr,39 000 $,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4256,Bakı,Mitsubishi,Eclipse Cross,2019,Offroader / SUV,Gümüşü,1.5 L,163 a.g.,Benzin,35 000 km,Avtomat,Ön,Xeyr,30 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4257,Bakı,Mercedes,S 500,2014,Sedan,Qara,4.7 L,455 a.g.,Benzin,168 000 km,Avtomat,Arxa,Xeyr,66 000 $,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4258,Bakı,Mercedes,GL 500,2014,Offroader / SUV,Qara,4.7 L,435 a.g.,Benzin,65 000 km,Avtomat,Tam,Xeyr,51 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4259,Bakı,BMW,X5,2007,Offroader / SUV,Boz,3.0 L,272 a.g.,Benzin,374 977 km,Avtomat,Tam,Xeyr,23 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4260,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Gümüşü,3.0 L,178 a.g.,Benzin,154 000 km,Avtomat,Tam,Xeyr,22 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4261,Bakı,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,94 000 km,Avtomat,Ön,Xeyr,19 900 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4262,Bakı,Opel,Astra,2006,Universal,Yaş Asfalt,1.4 L,90 a.g.,Benzin,163 000 km,Mexaniki,Ön,Xeyr,12 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4263,Bakı,Mercedes,E 220,2006,Sedan,Qara,2.2 L,170 a.g.,Dizel,207 000 km,Avtomat,Arxa,Xeyr,24 300 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4264,Bakı,Nissan,Pathfinder,2008,Offroader / SUV,Yaş Asfalt,2.5 L,174 a.g.,Dizel,235 000 km,Avtomat,Tam,Xeyr,27 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4265,Bakı,Chevrolet,Cruze,2014,Sedan,Qızılı,1.4 L,141 a.g.,Benzin,239 000 km,Avtomat,Ön,Xeyr,14 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4266,Bakı,Hyundai,Sonata,2017,Sedan,Yaş Asfalt,2.4 L,181 a.g.,Benzin,139 300 km,Avtomat,Ön,Xeyr,35 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4267,Bakı,Land Rover,Range Rover,2011,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,95 142 km,Avtomat,Tam,Xeyr,35 300 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4268,Bakı,Kia,Sorento,2011,Offroader / SUV,Qara,2.0 L,184 a.g.,Dizel,70 000 km,Avtomat,Ön,Xeyr,26 300 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4269,Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,9 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4270,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,26 000 $,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4271,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,165 000 km,Avtomat,Ön,Xeyr,25 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4272,Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11 500 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4273,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,142 142 km,Avtomat,Tam,Xeyr,33 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4274,Sumqayıt,Hyundai,Sonata,2002,Sedan,Ağ,2.4 L,150 a.g.,Benzin,318 220 km,Avtomat,Ön,Xeyr,8 500 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4275,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 354 km,Mexaniki,Arxa,Xeyr,8 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4276,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4277,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4278,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4279,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4280,Bakı,Kia,Optima,2012,Sedan,Gümüşü,2.0 L,274 a.g.,Benzin,96 536 km,Avtomat,Ön,Xeyr,20 700 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4281,Bakı,Hyundai,Elantra,2011,Sedan,Ağ,1.8 L,150 a.g.,Benzin,205 996 km,Avtomat,Ön,Xeyr,17 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4282,Bakı,Hyundai,Santa Fe,2007,Offroader / SUV,Gümüşü,2.0 L,150 a.g.,Dizel,81 300 km,Avtomat,Ön,Xeyr,18 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4283,Sumqayıt,Fiat,Doblo,2011,Minivan,Qəhvəyi,1.5 L,110 a.g.,Dizel,139 700 km,Mexaniki,Ön,Xeyr,13 800 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4284,Bakı,Mercedes-Maybach,S 500,2017,Sedan,Qara,4.7 L,435 a.g.,Benzin,69 000 km,Avtomat,Arxa,Xeyr,132 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4285,Bakı,Mercedes,GLE 53 AMG Coupe,2022,Offroader / SUV,Qara,3.0 L,435 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,139 500 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4286,Bakı,LADA (VAZ),Granta,2022,Sedan,Qəhvəyi,1.6 L,98 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,19 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4287,Bakı,Porsche,911 Carrera 4S,2020,Kupe,Qara,3.0 L,450 a.g.,Benzin,3 700 km,Avtomat,Tam,Xeyr,165 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4288,Bakı,Lexus,LX 570,2008,Offroader / SUV,Ağ,5.7 L,383 a.g.,Benzin,229 000 km,Avtomat,Tam,Xeyr,34 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4289,Bakı,Saipa,Saina,2021,Sedan,Ağ,1.5 L,87 a.g.,Benzin,16 000 km,Mexaniki,Ön,Xeyr,12 300 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4290,Bakı,Chevrolet,Aveo,2011,Sedan,Boz,1.4 L,100 a.g.,Benzin,305 000 km,Mexaniki,Ön,Xeyr,9 800 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4291,Bakı,BMW,M5,2005,Sedan,Boz,5.0 L,507 a.g.,Benzin,148 000 km,Robotlaşdırılmış,Arxa,Xeyr,41 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4292,Bakı,Toyota,Land Cruiser,2012,Offroader / SUV,Ağ,4.0 L,282 a.g.,Benzin,229 000 km,Avtomat,Tam,Xeyr,44 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4293,Bakı,Chevrolet,Cruze,2011,Sedan,Gümüşü,1.4 L,141 a.g.,Benzin,240 000 km,Avtomat,Ön,Xeyr,13 800 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4294,Bakı,BMW,328,2013,Sedan,Yaş Asfalt,2.0 L,245 a.g.,Benzin,137 000 km,Avtomat,Arxa,Xeyr,32 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4295,Bakı,BMW,525,2007,Sedan,Qara,2.5 L,218 a.g.,Benzin,198 000 km,Avtomat,Arxa,Xeyr,22 500 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4296,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Gümüşü,3.0 L,178 a.g.,Benzin,154 000 km,Avtomat,Tam,Xeyr,22 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4297,Bakı,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,94 000 km,Avtomat,Ön,Xeyr,19 900 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4298,Bakı,Opel,Astra,2006,Universal,Yaş Asfalt,1.4 L,90 a.g.,Benzin,163 000 km,Mexaniki,Ön,Xeyr,12 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4299,Bakı,Mercedes,E 220,2006,Sedan,Qara,2.2 L,170 a.g.,Dizel,207 000 km,Avtomat,Arxa,Xeyr,24 300 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4300,Bakı,Nissan,Pathfinder,2008,Offroader / SUV,Yaş Asfalt,2.5 L,174 a.g.,Dizel,235 000 km,Avtomat,Tam,Xeyr,27 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4301,Bakı,Chevrolet,Cruze,2014,Sedan,Qızılı,1.4 L,141 a.g.,Benzin,239 000 km,Avtomat,Ön,Xeyr,14 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4302,Bakı,Hyundai,Sonata,2017,Sedan,Yaş Asfalt,2.4 L,181 a.g.,Benzin,139 300 km,Avtomat,Ön,Xeyr,35 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4303,Bakı,Land Rover,Range Rover,2011,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,95 142 km,Avtomat,Tam,Xeyr,35 300 $,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4304,Bakı,Kia,Sorento,2011,Offroader / SUV,Qara,2.0 L,184 a.g.,Dizel,70 000 km,Avtomat,Ön,Xeyr,26 300 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4305,Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,9 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4306,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,167 a.g.,Benzin,100 000 km,Avtomat,Tam,Xeyr,26 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4307,Bakı,Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,165 000 km,Avtomat,Ön,Xeyr,25 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4308,Bakı,Mercedes,C 220,1996,Sedan,Göy,2.2 L,150 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4309,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,142 142 km,Avtomat,Tam,Xeyr,33 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4310,Sumqayıt,Hyundai,Sonata,2002,Sedan,Ağ,2.4 L,150 a.g.,Benzin,318 220 km,Avtomat,Ön,Xeyr,8 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4311,Bakı,LADA (VAZ),2107,2011,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 354 km,Mexaniki,Arxa,Xeyr,8 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4312,Salyan,Renault,Symbol,2008,Sedan,Gümüşü,1.4 L,98 a.g.,Benzin,11 000 km,Mexaniki,Arxa,Xeyr,6 200 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4313,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,251 557 km,Avtomat,Tam,Xeyr,24 600 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4314,Bakı,Nissan,Sunny,2014,Sedan,Ağ,1.5 L,99 a.g.,Benzin,111 115 km,Avtomat,Ön,Xeyr,17 600 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4315,Goranboy,LADA (VAZ),2107,1990,Sedan,Ağ,1.5 L,65 a.g.,Benzin,455 646 km,Mexaniki,Tam,Xeyr,2 850 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4316,Bakı,Kia,Optima,2012,Sedan,Gümüşü,2.0 L,274 a.g.,Benzin,96 536 km,Avtomat,Ön,Xeyr,20 700 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4317,Bakı,Hyundai,Elantra,2011,Sedan,Ağ,1.8 L,150 a.g.,Benzin,205 996 km,Avtomat,Ön,Xeyr,17 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4318,Bakı,Hyundai,Santa Fe,2007,Offroader / SUV,Gümüşü,2.0 L,150 a.g.,Dizel,81 300 km,Avtomat,Ön,Xeyr,18 700 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4319,Sumqayıt,Fiat,Doblo,2011,Minivan,Qəhvəyi,1.5 L,110 a.g.,Dizel,139 700 km,Mexaniki,Ön,Xeyr,13 800 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4320,Bakı,Infiniti,Q50,2022,Sedan,Qara,3.0 L,405 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,59 900 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4321,Bakı,Bentley,Bentayga,2016,Offroader / SUV,Qara,6.0 L,600 a.g.,Benzin,10 000 km,Avtomat,Tam,Xeyr,178 000 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4322,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Yaş Asfalt,2.0 L,173 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,38 600 $,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4323,Bakı,Jetour,X90 PLUS,2022,Offroader / SUV,Ağ,1.6 L,197 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,53 800 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4324,Bakı,Opel,Astra,2006,Kabrio,Qırmızı,1.8 L,140 a.g.,Benzin,142 000 km,Avtomat,Ön,Xeyr,15 300 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4325,Bakı,Hyundai,Elantra,2020,Sedan,Yaş Asfalt,2.0 L,150 a.g.,Benzin,14 900 km,Avtomat,Ön,Xeyr,30 800 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4326,Bakı,Ford,Edge,2012,Offroader / SUV,Qara,3.5 L,288 a.g.,Benzin,151 000 km,Avtomat,Tam,Xeyr,31 700 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4327,Bakı,Isuzu,NKR 66 E,2008,Yük maşını,Ağ,4.2 L,170 a.g.,Dizel,270 000 km,Mexaniki,Arxa,Xeyr,20 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4328,Bakı,Toyota,Prius,2012,Hetçbek / Liftbek,Yaş Asfalt,1.8 L,99 a.g.,Hibrid,161 995 km,Avtomat,Ön,Xeyr,20 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4329,Bakı,Mercedes,C 200,1998,Sedan,Yaş Asfalt,2.0 L,136 a.g.,Benzin,365 000 km,Avtomat,Arxa,Xeyr,11 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4330,Bakı,GAZ,33021,1999,Yük maşını,Boz,2.5 L,131 a.g.,Benzin,388 900 km,Mexaniki,Arxa,Xeyr,6 500 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4331,Bakı,Land Rover,Range Rover,2006,Offroader / SUV,Qara,4.2 L,396 a.g.,Benzin,198 000 km,Avtomat,Tam,Xeyr,32 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4332,Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Gümüşü,3.0 L,178 a.g.,Benzin,154 000 km,Avtomat,Tam,Xeyr,22 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4333,Bakı,Ford,Fusion,2014,Sedan,Qara,1.5 L,181 a.g.,Benzin,94 000 km,Avtomat,Ön,Xeyr,19 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4334,Bakı,Opel,Astra,2006,Universal,Yaş Asfalt,1.4 L,90 a.g.,Benzin,163 000 km,Mexaniki,Ön,Xeyr,12 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4335,Bakı,Mercedes,E 220,2006,Sedan,Qara,2.2 L,170 a.g.,Dizel,207 000 km,Avtomat,Arxa,Xeyr,24 300 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4336,Bakı,Nissan,Pathfinder,2008,Offroader / SUV,Yaş Asfalt,2.5 L,174 a.g.,Dizel,235 000 km,Avtomat,Tam,Xeyr,27 500 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4337,Bakı,Chevrolet,Cruze,2014,Sedan,Qızılı,1.4 L,141 a.g.,Benzin,239 000 km,Avtomat,Ön,Xeyr,14 000 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4338,Bakı,Hyundai,Sonata,2017,Sedan,Yaş Asfalt,2.4 L,181 a.g.,Benzin,139 300 km,Avtomat,Ön,Xeyr,35 700 AZN,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir,Kreditdədir
4339,Bakı,Land Rover,Range Rover,2011,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,95 142 km,Avtomat,Tam,Xeyr,35 300 $,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4340,Bakı,Kia,Sorento,2011,Offroader / SUV,Qara,2.0 L,184 a.g.,Dizel,70 000 km,Avtomat,Ön,Xeyr,26 300 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
4341,Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,9 900 AZN,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür,Barter mümkündür
